Birth_Year,Education_Level,Annual_Income,Kids_Home,Teens_Home,Last_Purchase_Recency,Spent_Wine,Spent_Fruits,Spent_Meat,Spent_Fish,Spent_Sweets,Spent_Gold,Deals_Purchased,Web_Purchases,Catalog_Purchases,Store_Purchases,Monthly_Web_Visits,Campaign1_Accepted,Campaign2_Accepted,Campaign3_Accepted,Campaign4_Accepted,Campaign5_Accepted,Filed_Complaint,Contact_Cost,Revenue_Contribution,Campaign_Response,Country,City,Region_Code,Mobile_App_User,Email_Subscriber,Referred_By_Friend,Social_Media_User,Membership_Tier,Total_Amount_Spent,Customer_Age,Family_Size,Senior_Citizen,Device_Type_Mobile,Device_Type_Tablet,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Total_kids,Income_per_person,Cluster,PCA1,PCA2,High_Spender
1964,1,39685.63,2,1,80,863,24,647,188,84,248,5,0,9,7,9,0,0,0,1,1,0,3,11,0,USA,Berlin,578,1,0,1,0,0,2054,61,3,1,True,False,False,False,False,False,3,9921.4075,0,0.5394864706462762,-0.7913082281723637,True
1941,0,34212.37,2,1,4,841,25,425,185,158,441,4,0,0,3,13,1,1,1,1,0,1,3,11,1,Brazil,Mumbai,210,1,1,1,0,3,2075,84,3,1,False,False,False,False,False,False,3,8553.0925,2,1.110627637472279,-2.6742526312506945,True
1969,0,51296.89,1,0,98,746,61,789,287,193,128,1,4,8,0,5,0,0,0,1,1,1,3,11,1,USA,Mumbai,400,1,1,1,1,0,2204,56,1,0,True,False,False,False,False,True,1,25648.445,1,-0.460267034071945,0.4817828936612784,True
1942,1,44596.67,0,0,20,428,67,621,78,105,34,1,7,7,3,13,1,0,1,1,0,0,3,11,1,USA,Mumbai,693,0,1,0,0,3,1333,83,0,1,True,False,False,False,False,True,0,44596.67,2,0.8660079851549737,0.15087776526373778,False
1997,0,72186.92,1,0,99,329,66,627,220,103,86,5,3,9,9,19,1,0,1,0,0,1,3,11,1,Brazil,São Paulo,269,1,1,1,0,2,1431,28,2,0,False,False,True,False,False,False,1,24062.306666666667,1,-1.7265966672061057,1.9782755760189883,False
1960,1,61117.34,2,0,18,458,33,493,111,143,58,2,0,1,6,14,1,1,0,1,1,0,3,11,0,Germany,New York,444,0,1,0,0,0,1296,65,2,1,False,False,False,True,False,False,2,20372.446666666667,2,-0.15414125303062465,-0.44009850516040705,False
1964,1,40388.37,0,2,22,625,20,331,207,162,210,5,2,2,2,17,1,1,0,1,1,1,3,11,1,UK,Mumbai,397,0,0,0,1,3,1555,61,2,1,True,False,False,False,False,False,2,13462.79,2,0.3916545523333519,-0.891269700118774,True
1959,1,56389.07,2,1,68,742,80,272,43,176,248,0,3,9,5,8,0,1,1,0,0,0,3,11,1,USA,New York,956,0,1,0,0,3,1561,66,4,1,True,False,False,False,True,False,3,11277.814,0,0.34113176484245894,-0.2523711462606676,True
1988,3,69006.92,2,2,32,648,33,361,229,158,261,3,3,7,1,15,1,0,1,1,1,0,3,11,1,India,Berlin,743,0,1,0,0,3,1690,37,4,0,False,False,False,False,False,True,4,13801.384,3,-1.4238681293104785,-1.2749662529682235,True
1991,1,29092.93,1,1,3,12,43,11,294,75,257,7,5,7,9,8,1,1,0,1,1,0,3,11,1,UK,Berlin,462,0,0,0,0,0,692,34,2,0,False,False,False,False,False,False,2,9697.643333333333,3,0.4715863260104412,-0.0584555915620914,False
1961,1,34658.33,2,2,96,184,75,636,43,53,22,3,8,1,6,15,0,1,0,1,1,0,3,11,1,Germany,London,215,0,1,1,0,0,1013,64,5,1,False,True,True,False,False,False,4,5776.388333333333,0,1.9721695706732012,0.38244486866818334,False
1960,0,49832.47,0,1,34,81,88,606,68,22,374,8,1,4,7,4,1,0,1,1,0,1,3,11,1,Brazil,Mumbai,488,0,0,0,1,3,1239,65,1,1,False,True,False,False,False,False,1,24916.235,2,0.31289040004352775,0.3125869525482077,False
2001,1,50534.03,0,2,58,366,20,498,3,101,182,2,9,5,8,13,1,1,1,1,1,1,3,11,1,UK,Berlin,381,1,1,0,0,0,1170,24,2,0,False,True,False,False,False,False,2,16844.676666666666,1,-0.8429480803752282,0.7894526339391539,False
2000,0,49217.04,1,1,41,312,17,253,123,16,172,8,1,5,0,5,0,1,0,1,1,0,3,11,1,USA,Berlin,137,0,1,0,0,2,893,25,3,0,True,False,True,False,False,False,2,12304.26,3,-0.6320333618264765,0.7729403888891833,False
1972,1,45338.34,1,2,89,164,35,559,218,107,369,2,4,8,8,0,1,1,0,0,1,1,3,11,1,USA,Berlin,457,1,1,0,1,0,1452,53,3,0,True,False,False,False,False,True,3,11334.585,0,0.5576422956470397,0.3209802992632363,True
1991,0,45109.1,0,1,85,942,69,209,262,13,475,6,4,5,2,19,0,1,0,1,0,0,3,11,0,India,São Paulo,378,0,1,1,1,3,1970,34,1,0,True,False,False,False,False,True,1,22554.55,1,-0.8905076645239275,0.6258929962471296,True
1977,1,55763.87,1,0,74,522,83,755,196,96,277,5,2,0,6,10,1,0,1,0,1,1,3,11,1,Brazil,São Paulo,557,1,1,1,1,2,1929,48,2,0,True,False,False,False,True,False,1,18587.95666666667,1,-0.8679725026024233,0.4501387318832594,True
2000,2,67009.14,2,1,48,923,52,26,51,175,163,7,8,8,5,10,1,0,0,0,1,1,3,11,1,UK,Mumbai,594,0,0,0,0,3,1390,25,4,0,True,False,False,False,True,False,3,13401.828,3,-1.5885522605810716,-0.003009219781045834,False
1954,0,42785.71,0,1,89,517,19,447,161,47,1,0,5,2,8,7,0,1,1,1,0,1,3,11,1,Brazil,New York,303,0,1,0,0,0,1192,71,1,1,False,False,False,False,False,True,1,21392.855,1,1.2163292470791522,1.414301046699278,False
1997,1,86575.99,1,2,40,928,95,116,283,5,400,8,8,7,8,9,1,0,1,0,1,1,3,11,1,India,Mumbai,933,1,0,1,1,3,1827,28,3,0,False,False,False,False,False,True,3,21643.9975,3,-2.7155713201701963,-0.5607524709589479,True
1997,1,79410.37,0,0,76,909,94,574,4,22,98,6,6,3,3,13,0,1,0,0,0,1,3,11,1,India,Berlin,868,0,1,0,0,3,1701,28,0,0,True,False,False,False,False,True,0,79410.37,1,-2.557353596726413,1.674663822630667,True
1985,2,69938.83,2,2,77,686,83,426,142,47,430,8,1,5,4,13,1,1,0,1,0,0,3,11,0,India,New York,178,0,0,0,0,0,1814,40,4,0,True,False,False,False,False,True,4,13987.766,0,-1.170559739978466,-0.49976601267207127,True
1991,1,59337.25,1,1,48,796,93,197,47,176,10,0,9,8,3,8,1,0,0,1,0,0,3,11,1,USA,New York,698,1,1,0,1,3,1319,34,2,0,False,True,False,False,False,False,2,19779.083333333332,3,-1.0365953139887611,0.39596763624274794,False
1954,1,80119.82,0,1,70,102,2,155,27,60,149,9,0,9,8,10,0,1,1,1,1,0,3,11,0,UK,São Paulo,942,1,0,1,1,1,495,71,2,1,True,False,False,False,True,False,1,26706.60666666667,2,0.0846575513652295,2.3398391711425877,False
1985,2,45648.27,2,1,79,654,83,125,27,158,372,5,7,2,4,8,1,1,0,0,1,1,3,11,0,USA,New York,121,1,0,1,1,3,1419,40,4,0,False,False,True,False,False,False,3,9129.653999999999,0,0.03476198447060601,0.2611867653926227,False
1964,1,37510.93,1,1,83,495,7,156,78,132,8,9,9,2,8,18,0,1,0,1,1,1,3,11,1,Brazil,London,184,1,0,1,1,2,876,61,2,1,False,False,False,True,False,False,2,12503.643333333333,1,1.4544215710502604,1.2664988085512228,False
1960,1,42110.42,0,2,45,695,84,401,212,66,372,3,3,3,7,13,1,1,1,0,1,1,3,11,1,UK,Mumbai,848,0,1,1,1,0,1830,65,3,1,False,False,True,False,False,False,2,10527.605,2,0.3852858712563418,-0.7810124510801074,True
1963,0,34955.86,2,0,63,836,47,618,104,165,1,9,6,4,1,8,1,0,1,1,0,0,3,11,1,UK,São Paulo,747,1,0,0,0,0,1771,62,2,1,False,False,False,True,False,False,2,11651.953333333333,0,0.7411397755209909,-0.37557814153010644,True
1996,2,51827.02,2,1,49,341,22,301,26,155,69,5,3,4,5,18,1,1,0,0,0,0,3,11,0,Brazil,London,246,1,1,0,0,3,914,29,3,0,False,False,False,False,False,False,3,12956.755,3,-0.4047270699575885,0.44925242046867336,False
1997,2,54497.46,2,2,42,158,0,493,9,30,356,2,1,2,6,9,1,1,0,1,1,1,3,11,0,USA,New York,404,1,1,1,1,3,1046,28,5,0,True,False,False,False,True,False,4,9082.91,3,-0.5477103002095894,-0.2977461980773783,False
1944,3,53012.6,2,2,26,786,1,86,269,185,235,6,6,9,2,8,1,0,1,0,0,0,3,11,0,UK,Mumbai,354,1,1,1,0,0,1562,81,4,1,False,False,False,True,False,False,4,10602.52,0,0.9223788238692585,-1.762788626975903,True
1945,3,49813.53,2,2,33,754,73,739,174,181,428,8,6,2,8,5,1,1,1,0,1,0,3,11,1,Brazil,Berlin,100,0,0,1,0,0,2349,80,4,1,False,False,False,False,False,True,4,9962.706,0,0.4226823093754247,-2.6811630168868894,True
1988,2,51997.32,1,2,85,145,36,9,76,16,74,2,2,9,3,16,0,0,0,0,1,1,3,11,0,USA,Berlin,821,0,0,1,1,3,356,37,3,0,False,False,False,False,False,False,3,12999.33,1,0.5632079254489062,1.8862348487316802,False
1982,1,76044.86,2,2,62,185,93,538,180,21,187,8,2,7,3,12,0,0,1,0,0,0,3,11,0,UK,Mumbai,613,0,1,0,1,0,1204,43,4,0,False,False,False,True,False,False,4,15208.972,0,-0.9163883630651697,0.03083676872745838,False
1987,2,59300.78,1,1,66,709,50,273,298,191,10,2,1,2,3,1,1,0,1,0,0,1,3,11,1,Brazil,London,407,1,0,1,1,1,1531,38,2,0,True,False,False,False,False,True,2,19766.926666666666,1,-0.9486708936206064,0.46439058198134253,True
1983,1,63837.63,1,1,26,200,43,296,296,12,169,6,8,2,2,19,0,0,0,0,0,1,3,11,0,Germany,New York,191,1,1,0,1,3,1016,42,2,0,True,False,False,False,False,False,2,21279.21,3,-0.8275026466853129,0.3147775279519083,False
1986,1,52861.85,0,0,6,29,23,564,44,43,308,8,2,4,5,19,0,0,1,0,1,1,3,11,1,USA,São Paulo,842,1,0,0,1,0,1011,39,0,0,False,False,False,True,False,False,0,52861.85,2,-0.9118495044925096,0.7253958701978507,False
1962,1,25766.17,0,0,98,734,31,12,92,174,213,0,3,5,8,3,0,0,1,1,0,1,3,11,0,India,Mumbai,879,0,0,1,1,3,1256,63,0,1,False,False,False,False,False,True,0,25766.17,1,1.4916829956411919,1.8609608820162944,False
1943,1,22791.76,1,0,22,162,55,662,64,5,164,1,1,3,5,0,1,0,1,1,0,0,3,11,1,Brazil,New York,758,0,0,0,1,2,1112,82,2,1,False,True,False,False,True,False,1,7597.253333333333,2,2.104840609575273,-0.20593683514517724,False
1966,2,81242.15,2,0,65,528,49,562,16,9,132,7,6,0,1,19,0,0,0,1,1,0,3,11,1,Brazil,São Paulo,629,0,1,0,1,3,1296,59,2,0,False,False,False,False,False,False,2,27080.716666666664,1,-0.9273355648007875,0.8232653388768059,False
1957,1,42022.67,2,2,87,745,63,295,171,57,24,6,6,1,6,4,0,1,1,1,1,1,3,11,1,UK,New York,394,0,1,0,1,0,1355,68,4,1,False,False,False,True,False,False,4,8404.534,0,1.4695797657871135,-0.21207718784135782,False
1960,1,40748.73,1,2,1,911,29,746,56,39,453,6,0,7,7,3,0,0,1,1,1,0,3,11,1,USA,London,582,1,1,1,0,0,2234,65,3,1,True,False,False,False,False,True,3,10187.1825,3,-0.006988896005287058,-2.7231077970627533,True
1967,1,53684.95,2,2,35,224,37,342,244,13,328,6,2,2,8,19,0,1,0,1,0,0,3,11,0,USA,Mumbai,719,0,1,1,0,2,1188,58,5,0,True,False,False,False,True,False,4,8947.491666666667,0,0.41887446488017194,-0.8848611180398801,False
1974,2,58256.04,1,2,57,323,77,551,210,150,171,8,8,8,2,2,0,0,1,1,0,0,3,11,1,India,Mumbai,446,0,0,0,1,3,1482,51,3,0,False,False,False,False,False,True,3,14564.01,0,-0.2892594620498038,-0.23943255605945565,True
1961,1,60152.93,0,2,80,478,54,305,288,70,322,7,0,4,8,11,1,0,1,0,0,0,3,11,1,UK,London,194,0,1,1,0,3,1517,64,3,1,True,False,False,False,True,False,2,15038.2325,0,0.06214618781848348,0.5786459203629588,True
1979,1,76616.28,2,2,10,765,2,631,62,142,118,6,6,9,5,1,1,0,0,0,1,0,3,11,1,India,Berlin,407,0,0,0,0,0,1720,46,4,0,False,False,False,True,False,False,4,15323.256,3,-1.5821010149653638,-1.770321407299714,True
1962,1,72511.05,2,2,6,800,24,368,250,132,55,0,8,3,9,5,1,0,1,0,0,0,3,11,1,Germany,London,197,0,0,1,0,1,1629,63,4,1,False,False,False,False,False,True,4,14502.210000000001,3,-0.740136101714624,-1.9169106350061336,True
1942,1,37836.0,2,2,65,505,44,540,180,40,281,3,7,5,6,16,1,0,0,0,0,1,3,11,1,Germany,Mumbai,536,1,1,0,1,0,1590,83,4,1,True,False,False,False,False,True,4,7567.2,0,1.861850960883551,-1.1553750265077682,True
1979,0,64531.02,0,0,78,753,61,585,180,147,144,4,0,8,0,19,0,1,0,1,0,0,3,11,1,Brazil,New York,753,1,0,1,1,1,1870,46,1,0,True,False,True,False,False,False,0,32265.51,1,-1.3972050312703972,1.1860813677614432,True
1989,1,44238.64,2,1,30,243,6,629,89,127,270,8,4,5,8,11,0,1,1,1,0,0,3,11,1,Germany,Mumbai,797,0,1,1,0,2,1364,36,3,0,False,False,False,False,False,False,3,11059.66,3,-0.3164328531619844,-0.687031492195622,False
1949,2,47937.37,1,0,45,803,80,733,207,51,194,1,2,4,2,11,0,0,0,1,0,1,3,11,0,USA,New York,957,0,0,0,1,0,2068,76,1,1,False,True,False,False,False,True,1,23968.685,2,0.18598378960485848,-0.6592923136007999,True
1964,1,33590.16,2,2,69,778,26,149,13,9,284,8,5,2,1,11,1,1,1,1,0,1,3,11,1,Brazil,London,926,1,1,1,1,1,1259,61,5,1,False,False,False,False,True,False,4,5598.360000000001,0,1.5362418086701208,-0.5018640922145244,False
1991,1,24603.91,1,2,52,699,22,697,203,120,63,2,1,2,8,15,1,0,1,1,0,1,3,11,0,UK,New York,317,0,0,1,1,1,1804,34,3,0,True,False,False,False,False,False,3,6150.9775,3,0.22190282971743133,-1.0003344339703235,True
1988,0,49526.57,2,2,92,631,31,222,177,86,412,9,7,6,2,0,1,0,1,0,0,0,3,11,1,Germany,New York,879,1,0,0,0,0,1559,37,4,0,True,False,False,True,False,False,4,9905.314,0,-0.11214448475927966,-0.043448379986775816,True
1947,1,35660.27,1,1,67,771,1,297,32,154,54,2,4,5,6,17,0,0,0,1,1,1,3,11,0,Brazil,London,458,0,0,0,1,1,1309,78,2,1,False,False,False,False,False,False,2,11886.756666666666,0,1.6968020878593668,0.19798239375108198,False
1994,0,63917.21,0,2,45,190,74,22,288,50,286,4,6,0,2,16,0,0,1,0,1,0,3,11,1,UK,New York,820,1,0,1,1,2,910,31,3,0,False,False,True,False,False,False,2,15979.3025,3,-1.0245839854442167,0.9469961670703532,False
1950,1,45783.83,2,2,36,242,33,487,288,106,338,4,7,1,1,10,0,1,1,1,0,1,3,11,0,India,Mumbai,322,1,0,1,0,0,1494,75,4,1,False,True,False,True,False,False,4,9156.766,0,1.128839611950383,-1.4914771608858186,True
2000,1,54628.85,0,0,75,867,51,769,249,109,167,2,2,3,8,5,0,0,1,1,1,1,3,11,0,UK,London,493,0,1,0,1,2,2212,25,0,0,False,False,False,False,False,True,0,54628.85,1,-2.0410909222894063,0.7323689423635303,True
1944,2,70512.89,0,0,26,516,60,717,231,59,446,3,9,6,2,4,0,1,1,0,0,1,3,11,0,Germany,Berlin,248,1,1,0,1,2,2029,81,0,1,False,False,False,True,False,False,0,70512.89,2,-0.8349731472516783,-0.3429285408536598,True
1997,1,27720.57,2,2,24,191,33,295,140,124,164,8,0,2,0,8,1,0,0,0,1,1,3,11,0,India,New York,589,0,1,0,1,0,947,28,4,0,True,False,False,True,False,False,4,5544.114,3,0.5531198015669698,-0.8401257040209723,False
1984,1,39130.74,2,1,11,852,6,374,262,117,325,4,9,9,8,3,0,0,0,1,1,1,3,11,1,USA,São Paulo,751,1,0,0,0,2,1936,41,4,0,False,False,True,False,False,False,3,7826.147999999999,3,-0.5056948486495056,-1.941307932427844,True
1992,1,52713.25,1,1,59,716,9,409,34,5,0,0,7,0,2,14,0,1,0,1,1,0,3,11,1,USA,São Paulo,370,1,0,0,0,0,1173,33,3,0,False,False,False,False,True,False,2,13178.3125,1,-0.6035948404800566,0.757716183343487,False
1994,1,54687.87,2,0,16,643,88,301,274,111,457,1,2,7,3,12,0,1,0,1,0,0,3,11,0,UK,São Paulo,485,0,1,1,0,1,1874,31,2,0,True,False,False,True,False,False,2,18229.29,3,-1.605006700189333,-1.0415592548927386,True
1976,0,66552.46,2,0,49,625,1,359,97,27,328,6,7,9,2,8,0,0,0,1,0,0,3,11,1,USA,Berlin,353,1,1,1,1,0,1437,49,3,0,True,False,False,False,True,False,2,16638.115,3,-0.8859550808593253,0.21871625757458235,False
1995,1,63007.3,1,1,75,290,29,721,161,143,108,2,8,0,1,4,0,0,1,0,0,0,3,11,0,USA,London,253,1,0,0,1,0,1452,30,2,0,True,False,False,False,False,False,2,21002.433333333334,1,-1.2754433381707622,0.8644376290689637,True
1998,3,51454.0,1,0,94,25,80,711,52,16,105,9,6,5,8,8,0,1,1,0,0,1,3,11,1,USA,São Paulo,134,1,0,0,1,0,989,27,2,0,True,False,True,False,False,False,1,17151.333333333332,1,-0.5555670421926284,2.2384094327141284,False
1984,1,54551.07,2,2,8,665,28,227,181,173,422,9,4,2,0,12,1,1,0,0,0,0,3,11,1,Brazil,New York,551,1,1,1,0,2,1696,41,4,0,False,False,False,False,False,True,4,10910.214,3,-0.8228798810366333,-1.9811452908849168,True
1977,1,54966.14,2,2,82,530,81,714,217,110,462,0,4,4,6,10,1,0,0,0,1,0,3,11,0,USA,New York,651,0,1,1,1,0,2114,48,4,0,True,False,False,True,False,False,4,10993.228,0,-0.4586802043000367,-1.0181197888620352,True
1968,2,27954.31,2,2,28,36,59,502,98,9,276,6,9,4,0,2,1,1,1,0,1,0,3,11,0,USA,New York,726,0,1,1,1,3,980,57,5,0,False,True,False,False,True,False,4,4659.051666666667,0,1.597674165958318,-1.0307528878814576,False
1944,1,47654.37,0,2,24,650,98,699,190,158,105,5,1,8,1,13,0,1,1,1,1,0,3,11,1,Brazil,Mumbai,150,0,0,0,0,2,1900,81,2,1,True,False,False,True,False,False,2,15884.79,2,0.5430792360778346,-1.3871104034771993,True
1948,2,53727.1,0,0,14,65,16,335,218,58,411,6,7,4,3,12,1,1,0,1,0,0,3,11,1,Brazil,São Paulo,751,1,0,0,0,0,1103,77,1,1,False,False,True,False,False,False,0,26863.55,2,0.4108281922251914,0.47570808339012244,False
1998,1,56878.26,2,2,8,383,55,489,265,166,318,2,3,0,2,16,0,1,1,0,0,1,3,11,0,UK,London,430,0,1,0,1,1,1676,27,4,0,False,False,False,False,False,True,4,11375.652,3,-1.4149234221894336,-1.8162394465921459,True
1987,1,36134.55,1,2,12,30,85,398,291,133,180,7,1,4,4,0,1,0,1,0,1,0,3,11,1,Brazil,London,957,1,1,1,0,0,1117,38,3,0,True,False,False,False,False,False,3,9033.6375,3,0.1874576720113441,-0.8464386242359169,False
1941,1,30968.03,2,2,46,401,50,231,102,109,147,0,4,7,9,10,1,1,0,1,1,1,3,11,0,India,Mumbai,849,1,1,0,1,1,1040,84,4,1,True,False,False,False,False,False,4,6193.606,0,2.518230275152507,-0.9140623346677506,False
1940,2,46482.01,2,2,43,202,24,302,126,83,432,7,1,4,7,3,1,0,1,0,1,1,3,11,0,Germany,New York,713,1,1,1,1,2,1169,85,5,1,True,False,False,False,True,False,4,7747.001666666667,0,1.7733102260635278,-0.9869823779182562,False
1979,3,79510.49,0,1,2,555,83,127,160,176,352,1,7,1,4,12,0,0,1,0,0,1,3,11,1,Brazil,Mumbai,772,1,1,0,0,0,1453,46,1,0,False,False,False,False,False,False,1,39755.245,3,-2.013167514217087,-0.17086176452184154,True
1999,1,37711.29,2,2,73,271,15,338,70,104,190,5,7,8,1,12,0,1,0,0,1,0,3,11,0,USA,New York,624,1,1,1,0,1,988,26,5,0,True,False,False,False,True,False,4,6285.215,0,0.33388295612054647,0.2686217880872181,False
1990,1,67608.92,2,0,17,953,24,315,188,148,47,5,9,1,7,7,1,0,1,0,0,0,3,11,0,India,Berlin,269,0,0,0,1,3,1675,35,2,0,False,False,False,False,False,True,2,22536.306666666667,3,-1.8375513483620864,-0.6488895404513884,True
1969,1,73771.09,0,2,9,513,14,583,221,143,96,0,9,2,8,18,0,0,0,1,1,0,3,11,0,UK,São Paulo,517,1,0,0,1,1,1570,56,2,0,True,False,False,True,False,False,2,24590.36333333333,3,-1.2985727938643215,-0.7820769620254411,True
1950,0,50682.0,0,1,35,570,78,784,209,152,300,2,9,1,0,0,1,1,0,0,1,1,3,11,0,Brazil,Mumbai,589,1,1,0,0,0,2093,75,2,1,False,False,True,False,False,False,1,16894.0,2,-0.050380106825516725,-0.8661243347063531,True
1967,1,39802.28,1,2,91,245,56,248,191,166,162,7,7,6,7,11,0,1,1,1,0,1,3,11,1,Brazil,New York,525,1,0,0,1,0,1068,58,3,0,True,False,False,False,False,True,3,9950.57,0,1.300577236433351,0.7699541785874301,False
1983,1,57692.29,1,0,56,479,14,65,187,35,3,5,9,3,3,8,1,1,0,0,1,1,3,11,0,India,São Paulo,348,0,0,0,0,0,783,42,1,0,False,False,False,False,False,True,1,28846.145,1,-0.3456805512502234,1.6525650815151118,False
1951,1,52924.85,1,0,2,375,55,292,114,106,307,6,6,0,6,19,0,0,0,1,0,0,3,11,1,Germany,Berlin,378,1,1,0,1,0,1249,74,1,1,True,False,False,False,False,False,1,26462.425,2,0.29897444057865963,-0.417393151441098,False
1978,1,37113.44,2,1,19,505,81,367,13,161,347,1,3,1,6,14,0,0,0,0,1,1,3,11,0,Brazil,São Paulo,325,1,1,0,1,2,1474,47,3,0,True,False,False,False,False,False,3,9278.36,3,0.22636637696160236,-1.231908576781019,True
1965,1,40117.96,1,0,17,175,36,791,210,71,237,4,6,9,9,3,1,1,0,1,1,0,3,11,1,India,London,205,1,1,0,0,0,1520,60,2,0,True,False,True,False,False,False,1,13372.653333333334,2,0.20495865081986966,-0.48427291541544226,True
1952,3,56803.7,0,0,48,495,64,592,68,13,116,3,6,1,7,13,0,1,1,0,1,1,3,11,0,UK,London,570,0,1,0,1,3,1348,73,0,1,False,False,False,True,False,False,0,56803.7,2,0.14990363549264069,0.9379882076165419,False
1998,2,64001.61,1,0,36,981,32,654,266,184,251,1,0,9,5,8,1,0,0,1,1,0,3,11,0,Brazil,New York,127,1,1,0,1,2,2368,27,1,0,False,True,False,False,False,True,1,32000.805,3,-2.5807959990641822,-0.675274761291251,True
1947,0,45158.15,2,1,19,675,2,562,198,48,299,4,6,7,3,9,1,0,1,1,0,0,3,11,0,USA,London,916,0,0,1,0,3,1784,78,3,1,False,False,False,False,False,False,3,11289.5375,2,0.7613438268662638,-1.8042460925770503,True
2000,2,48963.0,2,1,73,263,48,790,137,86,419,0,9,4,7,2,0,0,0,1,0,0,3,11,1,India,Berlin,263,0,1,1,0,2,1743,25,3,0,False,True,False,False,False,True,3,12240.75,1,-0.9545750686758427,-0.13665936187152974,True
2000,1,60029.58,1,1,97,35,21,725,145,75,20,2,1,6,8,1,1,1,1,0,0,1,3,11,1,Brazil,São Paulo,875,1,1,0,1,3,1021,25,2,0,True,False,False,True,False,False,2,20009.86,1,-0.8400150142046261,1.9078016178954769,False
1993,2,47412.7,2,1,63,106,53,302,206,83,452,5,6,5,9,9,1,0,1,1,0,0,3,11,0,UK,New York,838,0,1,0,0,3,1202,32,4,0,False,True,False,False,True,False,3,9482.539999999999,3,-0.25525690429200687,0.29288670898780383,False
1967,1,45510.1,2,1,21,24,20,189,122,59,397,3,9,9,0,2,1,1,0,1,0,0,3,11,1,Germany,New York,251,1,0,0,1,3,811,58,3,0,False,False,False,True,False,False,3,11377.525,3,0.8257893440231299,-0.310872305053509,False
1997,1,38669.89,2,1,20,423,26,204,202,87,114,9,8,1,2,15,0,1,1,1,1,0,3,11,1,USA,São Paulo,552,1,0,0,1,0,1056,28,3,0,True,False,False,False,False,True,3,9667.4725,3,-0.18359262985208288,-0.487965404802365,False
1969,2,38409.73,1,1,96,380,3,752,81,160,11,3,3,3,4,10,1,1,0,1,0,1,3,11,1,Brazil,New York,392,1,0,0,0,3,1387,56,2,0,True,False,False,False,False,True,2,12803.243333333334,1,0.8990276606271795,0.91687036989778,False
1948,1,90033.24,2,1,79,747,98,755,220,161,197,8,7,6,8,3,1,1,1,1,0,1,3,11,0,USA,Mumbai,828,0,0,0,1,3,2178,77,4,1,True,False,True,False,False,False,3,18006.648,0,-1.1174690371036589,-0.5566693594746812,True
1978,3,47056.98,1,1,34,478,0,446,29,31,218,3,5,6,7,4,1,1,0,1,1,0,3,11,0,Brazil,London,516,1,1,0,0,3,1202,47,2,0,False,True,False,False,False,True,2,15685.660000000002,3,-0.03617815374056733,0.01511505732749699,False
1970,2,70475.87,1,2,99,771,3,779,89,182,163,3,2,6,6,8,0,1,0,0,0,1,3,11,0,India,Mumbai,588,1,1,0,1,3,1987,55,3,0,True,False,False,False,False,False,3,17618.9675,0,-0.8078253560188566,0.08381298890997198,True
1997,3,75259.9,2,1,0,998,54,98,266,28,139,2,6,5,5,10,0,0,0,0,0,1,3,11,1,Germany,Mumbai,119,1,0,1,1,0,1583,28,4,0,False,False,True,False,False,False,3,15051.98,3,-2.290207922528392,-1.2089515511102291,True
1960,1,47246.27,1,2,11,620,23,347,68,154,64,1,5,5,7,16,1,1,1,1,1,1,3,11,0,Germany,New York,923,0,1,0,1,0,1276,65,3,1,True,False,False,False,False,True,3,11811.5675,2,0.5639447646343589,-1.1746899812066023,False
1995,1,55526.45,1,1,12,682,28,777,24,101,453,7,8,3,0,9,0,1,0,0,1,0,3,11,1,Brazil,São Paulo,583,0,0,0,0,3,2065,30,2,0,True,False,False,True,False,False,2,18508.816666666666,3,-1.8583176127541623,-1.3614207299953478,True
1986,1,51537.18,2,1,7,969,21,201,92,125,87,2,2,1,1,14,0,0,0,1,1,0,3,11,1,Germany,Mumbai,874,0,0,0,1,0,1495,39,3,0,True,False,False,False,False,True,3,12884.295,3,-0.7688631070436636,-1.291928903088159,True
1973,3,25817.26,2,1,30,154,22,438,277,85,80,5,1,7,7,5,0,1,1,1,0,0,3,11,0,UK,São Paulo,822,1,1,0,0,0,1056,52,3,0,True,False,False,True,False,False,3,6454.315,3,1.2979637457494273,-0.6101892976629253,False
1994,1,26720.4,1,2,4,488,84,44,172,198,162,1,5,3,5,1,1,1,1,1,0,0,3,11,1,India,São Paulo,937,0,0,1,0,1,1148,31,3,0,True,False,False,True,False,False,3,6680.1,3,0.25521399856147825,-1.1029257411994877,False
1970,1,50732.73,0,2,43,421,77,727,216,70,452,7,8,1,6,10,0,1,1,1,1,0,3,11,0,India,Mumbai,479,0,1,1,0,3,1963,55,2,0,False,False,False,False,False,True,2,16910.91,3,-0.4653321609787905,-0.8243042037750106,True
1991,1,43626.3,0,1,50,464,7,347,162,103,486,8,4,3,4,16,0,0,1,1,0,1,3,11,1,Germany,Berlin,351,0,1,1,1,3,1569,34,1,0,False,False,False,True,False,False,1,21813.15,1,-0.7216045985778416,0.3982434687876199,True
1964,1,78373.71,0,1,99,108,57,358,179,141,328,4,5,1,6,4,1,0,1,1,0,1,3,11,1,UK,New York,115,1,0,1,1,0,1171,61,2,1,True,False,False,False,True,False,1,26124.570000000003,1,-0.5743673781470878,2.1226459340200754,False
